Key;Tekst_Mikkel_Peter;Tekst_bem
ID1929091410;slæbt træ i skoven;
ID1929091510;søndag, lavet vaad;
ID1929091610;tærsket på Hsh;
ID1929091710;tærsket på Hsh;
ID1929091810;røgtet ruser;
ID1929091910;tærsket for Bertel;
ID1929092010;regn;
ID1929092110;tærske 1/2;
ID1929092210;syet sejl;
ID1929092310;3 1/2 k. sild kbh, 4,89 ører, tærsket 1/2;
ID1929092410;Eningheden, 140 p torsk 5 ører;
ID1929092510;tærsket færdig;
ID1929092610;røgtet ruser;
ID1929092710;kvier fra Vejrø;
ID1929092810;kvier Vejrø, sat sildegarn, gamle Gylling død ;(købmand Morten J. Gylling 29/7 1837-28/9 1929)
ID1929092910;ingen sild, røgtet ruser;
ID1929093010;kvier fra Kyholm;
ID1929100110;kartofler op R. Hansen 12 regn;
ID1929100210;4 k sild,P ? 4 kr, blæst regn;
ID1929100310;5 k. sild Bagge 4 kr;
ID1929100410;4 k. sild 4 kr. Bagge, røgtet ruser;
ID1929100510;kartofler op R. Hansen   ;
ID1929100610;søndag, blæst regn ;
ID1929100710;kartofler op Hjh;
ID1929100810;kartofler op Hjh;
ID1929100910; 4 k sild, 14 ører 217 kg. Torsk Thor;
ID1929101010;ko;
ID1929101110;120 p sild;
ID1929101210;8 k sild, 4 k. R. Larsen, storm;
ID1929101310;søndag, 3. k. sild 5 kr, røgtet ruser;
ID1929101410;2 sild;
ID1929101510;4 1/2 k sild 5 kr;
ID1929101610;2 snese sild, kvier fra Lindholm;
ID1929101710;7 k. sild 4 kr. Bagge;
ID1929101810;2 1/2 k. sild a 5 kr, K. Holm, jollen på land;
ID1929101910;røgtet ruser;
ID1929102010;søndag, røgtet ruser;
ID1929102110;røgtet ruser;
ID1929102210;røgtet ruser solgt 168 kg tosrks 16 ører Thor;
ID1929102310;pilket torsk;
ID1929102410;blæst;
ID1929102510;røgtet ruser;
ID1929102610;gravet i skoven  1/2 120 huller, regn;
ID1929102710;solgt 246 kg torsk  16 ører E. røgtet ruser, søndag;
ID1929102810;plantet gravet i skoven 150 huller, ;
ID1929102910;regn;
ID1929103010;røgtet ruser;
ID1929103110;kvier fra Hjortholm, 210 kgn torsk 16 ører Thor;
ID1929110110;plantet i skoven 228?;
ID1929110210;røgtet ruser 86 kg torsk 16 ører, plantet gravet 70 huller;
ID1929110310;søndag;
ID1929110410;gravet huller 237;
ID1929110510;gravet huller 280;
ID1929110610;røgtet ruser, gravet 95 huller, plantet Mårup;
ID1929110710;gravet 32 huller 1/2;
ID1929110810;gravet huller 140, røgtet ruser;
ID1929110910;gravet, plantet 53;
ID1929111010;søndag, blæst;
ID1929111110;paln tet, hugget træ;
ID1929111210;storm regn;
ID1929111310;røgtet ruser, lammene hjem;
ID1929111410;ved tandlæge, røgtet ruser;
ID1929111610;hugget tra 1/2, fået mine tænder;
ID1929111710;491 kg torsk Thor 16 ører;
ID1929111810;hugget træ 7B;
ID1929111910;røgtet ruser, ved tandlæge;
ID1929112010;hugget træ 4B;
ID1929112110;røgtet ruser, 146 kg. 16 ører E.;
ID1929112210;hugget træ 4B;
ID1929112310;hugget træ 5B;
ID1929112410;røgtet ruser;
ID1929112510;hugget træ 4B;
ID1929112610;regn;
ID1929112710;røgtet ruser;
ID1929112810;hugget træ 4B;
ID1929112910;hugget træ 4B;
ID1929113010;røgtet ruser, 252 kg. Torsk 14 ører Thor;
ID1929111500;;
ID1929120110;søndag;
ID1929120210;røgtet ruser, Ernst;
ID1929120310;røgtet ruser ;
ID1929120410;hugget træ 3B;
ID1929120510;regn;
ID1929120610;røgtet ruser;
ID1929120710;blæst;
ID1929120810;søndag, solgt 171 kg torsk 14 ører Thor;
ID1929120910;røgtet min e ruser, blæst;
ID1929121010;blæst;
ID1929121110;røgtet K. Martin ruser, regn blæst;
ID1929121210;røgtet ruser;
ID1929121310;hugget træ ;
ID1929121410;hugget træ 6B, 170 k torsk 16 ører E.;
ID1929121510;pløjet haven, søndag;
ID1929121610;røgtet ruser, 96 kg. Torsk 17 ører Thor;
ID1929121710;hugget træ 3;
ID1929121810;hugget træ 4;
ID1929121910;røgtetruser;
ID1929122010;hugget træ 3;
ID1929122110;hugget træ 4;
ID1929122210;søndag, blæst sydøst;
ID1929122310;hugget træ 3;
ID1929122410;hugget træ 2;
ID1929122510;blæst sne;
ID1929122610;røgtet rujser, 16 ruser op;
ID1929122710;hugget træ 3 B;
ID1929122810;hugget træ 3 b;
ID1929122910;blæst regn;
ID1929123010;solgt 182 kg. Torsk 18 ører E.;
ID1929123110;hugget træ 3 B;
ID1930010210;røgtet ruser;
ID1930010310;hugget træ 2B;
ID1930010410;hugget træ 3B, Holmgård Brændt;
ID1930010510;røgtet ruser;
ID1930010610;hugget træ 3 b;
ID1930010710;hugget træ 2B;
ID1930010810;røgtet ruser;
ID1930010910;regn, stanget 6 ål;
ID1930011010;begravelse A, Jensen;
ID1930011110;solgt 213 kg. Torsk 18 ører E.;
ID1930011210;søndag, røgtet ruser;
ID1930011310;stanget ål 16;
ID1930011410;stanget ål 4;
ID1930011510;røgtet ruser, 152 kg torsk 18 ører Thor;
ID1930011610;stanget ål 23;
ID1930011710;stanget ål 21;
ID1930011810;røgtet ruser;
ID1930011910;søndag, stanget ål;
ID1930012010;solgt 27 p ål, 85 ører Johannes;
ID1930012110;røgtet ruser;
ID1930012210;stanget ål 13;
ID1930012310;blæst lavet pram;
ID1930012410;røgtet ruser;
ID1930012510;stanget ål 16;
ID1930012610;søndag, solgt 240 kg. Torsk 20 ører, stanget ål 21 Kyholm;
ID1930012710;røgtet ruser;
ID1930012810;stanget ål Kyholm 42;
ID1930012910;stanget ål 32;
ID1930013010;røgtet ruser, 43 p ål 85, stanget ål Kyholm 15;
ID1930013110;sået gødning gødnin g Hjortholm;
ID1930010100;;
ID1930020110;blæst øst, 1 læs træ;
ID1930020210;søndag, blæst øst;
ID1930020310;røgtet ruser;
ID1930020410;lavet ruser om;
ID1930020510;Hjalmar rejst, stanget ål Kyholm 16;
ID1930020610;røgtet ruser, solgt 7 p ål 85;
ID1930020710;blæst nordøst frost;
ID1930020810;røgtet ruser;
ID1930020910;søndag, sta nget ål;
ID1930021010;røgtet ruser;
ID1930021110;sået gødningKyholm;
ID1930021210;sået gødning Hjortholm, færdig;
ID1930021310;røgtet ruser, solgt 7 p ål 85 ører, stanget 7 ål;
ID1930021410;stanget 26 ål;
ID1930021510;lappet ruser;
ID1930021610;søndag, røgtet ruser, sat kartofler til spiring;
ID1930021710;stanget ål, Rasmus død;
ID1930021810;røgtet ruser, brand i Tranebjerg, Emil hus;
ID1930021910;stanget ål Kyholm 22;
ID1930022010;stanget ål, solgt 27 p ål 85;
ID1930022110;stanget ål 1/2 12, flået Gudmans ko;
ID1930022210;stanget ål 10,begravelse R. Andersen;
ID1930022310;søndag, stanget ål 28;
ID1930022410;blæst stanget ål 15;
ID1930022510;blæst, solgt 225 kg torsk 8 ører, 104 kg S 16 ørfer, Frederikshavn;
ID1930022610;taget ruserne op;
ID1930022710;stanget ål 21, solgt 26 p ål 86 ører;
ID1930022810;stanget ål 31;
ID1930030110;stanget ål 4o;
ID1930030210;søndag, stan get ål 24;
ID1930030310;stanget ål 24;
ID1930030410;stanget ål 24, bal ved Frands;
ID1930030510;lappet ruser;
ID1930030610;stanget ål 19, syg, 43 p ål 85;
ID1930030710;ruserne i hus;
ID1930030810;lagt i sengen;
ID1930030910;lagt i sengen;
ID1930031010;lagt i sengen;
ID1930031110;lagt i sengen;
ID1930031210;på sygehuset;
ID1930031310;opereret;
ID1930031410;på sygehuset;
ID1930031510;på sygehuset;
ID1930031610;på sygehuset;
ID1930031710;på sygehuset;
ID1930031810;på sygehuset;
ID1930031910;på sygehuset;
ID1930032010;på sygehuset;
ID1930032110;på sygehuset;
ID1930032210;på sygehuset;
ID1930032310;på sygehuset;
ID1930032410;på sygehuset;
ID1930032510;på sygehuset;
ID1930032610;på sygehuset;
ID1930032710;på sygehuset;
ID1930032810;på sygehuset;
ID1930032910;på sygehuset;
ID1930033010;på sygehuset;
ID1930033110;på sygehuset;
ID1930040110;på sygehuset;
ID1930040210;på sygehuset;
ID1930040310;på sygehuset;
ID1930040410;på sygehuset;
ID1930040510;på sygehuset;
ID1930040610;på sygehuset;
ID1930040710;på sygehuset;
ID1930040810;på sygehuset;
ID1930040910;på sygehuset;
ID1930041010;på sygehuset;
ID1930041110;hjem fra sygehuset;
ID1930041610;ruser op;
ID1930041710;solgt 202 kg. Torsk 11 ører, Fdrk, til deling;
ID1930041810;sidste ruse op;
ID1930041910;gjort alle ruserne rene;
ID1930042010;påske;
ID1930042210;motoren i land;
ID1930042310;ved læge, på sygehuset;
ID1930042410;kvier, plage Hjortholm, ruserne i hus;
ID1930042510;kvier, på Lindholm;
ID1930042610;malet motor, stanget efter ål ingen ;
ID1930042710;søndag, set Georgs kyllinger;
ID1930042810;slået stænge Vejrø;
ID1930042910;malet jolle;
ID1930043010;malet jolle 1/2, målt tømmer havnen 1/2;
ID1930041200;;
ID1930041300;;
ID1930041400;;
ID1930041500;;
ID1930042100;;
ID1930050110;kvier Vejrø;
ID1930050210;kvier Kyholm;
ID1930050310;6 plage, 1 kvie Hjortholm, tjæret pæle Vejrø;
ID1930050410;søndag;
ID1930050510;bånd om karet;
ID1930050610;lappet rade;
ID1930050710;ved læge, sygehuset;
ID1930050810;hugget tjørn Vejrø;
ID1930050910;tjæret jollerne;
ID1930051010;lappet rader;
ID1930051110;tjæret jollerne færdig;
ID1930051210;jollerne i vandet;
ID1930051410;tjæret taget;
ID1930051510;set efter kreaturer, Vejrø, Kyholm, Lindholm;
ID1930051610;bededag;
ID1930051710;vasket får Kyholm;
ID1930051810;regn, søndag;
ID1930051910;sat Bjælke i Bertels kælder;
ID1930052010;Klim på Lindholm, regn;
ID1930052110;hugget bøjler 1/2;
ID1930052210;klippet får;
ID1930052310;lavet madras;
ID1930052410;lavet madras;
ID1930052510;været i Pillemark;
ID1930052610;regnvejr;
ID1930052710;kalket mit hus;
ID1930052810;kalket på Hsh;
ID1930052910;kristihimmelfartsdag, en tysker med kul;
ID1930053010;kalket på Hsh 1/2, losset kul;
ID1930053110;losset kul færdig;
ID1930051300;;
ID1930060210;kalket på hsholm;
ID1930060310;kalket på hsholm;
ID1930060410;turen hjem fra Vejrø 1/2, kalket færdig Hsholm;
ID1930060510;lavet madras Agnes;
ID1930060610;Valdemars båd op 1/2, trukket ålevaad 6 ål;
ID1930060710;trukket ålevaad 24 ål;
ID1930060810;pinse;
ID1930060910;sat makrelgarn, 3 mkr.;
ID1930061010;kalket for Bertel;
ID1930061110;kalket for Bertel;
ID1930061210;pillet kartofler R. Hansen;
ID1930061310;kalket for Bertel;
ID1930061410;tjæret for Bertel;
ID1930061510;været i Nordby, søndag;
ID1930061610;pilet kartofler Hesholm, tjæret for Bertel;
ID1930061710;tjæret for Bertel færdig;
ID1930061810;arbejde i skoven;
ID1930061910;slået hø, hakket roer færdig;
ID1930062010;kørt hø R. Hansen;
ID1930062110;høvlet planke havnen;
ID1930062210;Ballen fest;
ID1930062310;stakket hø Bertel;
ID1930062410;solgt 41 p ål, 1/3 dal, Søren 3/4 del, på havnen;
ID1930062510;Havnen;
ID1930062610;Havnen;
ID1930062710;Havnen;
ID1930062810;Havnen;
ID1930062910;søndag, pillet kartofler R. Hansen, Larsen kom;
ID1930063010;pillet kartofler R. Hansen;
ID1930060100;;
ID1930070110;arbejde havnen Søren;
ID1930070210;arbejde havnen Søren;
ID1930070310;arbejde havnen Søren;
ID1930070410;arbejde havnen Søren;
ID1930070510;arbejde havnen Søren;
ID1930070610;søndag, Fr. Rasmussen rejst, lavet mast;
ID1930070710;arbejde havnen Søren;
ID1930070810;arbejde havnen Søren;
ID1930070910;arbejde havnen Søren;
ID1930071010;arbejde havnen Søren;
ID1930071110;arbejde havnen Søren;
ID1930071210;arbejde havnen Søren;
ID1930071310;arbejde havnen Søren;
ID1930071410;arbejde havnen Søren;
ID1930071510;arbejde havnen Søren;
ID1930071610;arbejde havnen Søren;
ID1930071710;arbejde havnen Søren;
ID1930071810;arbejde havnen Søren;
ID1930071910;regn 1/4, sat kroge 5 ål;
ID1930072010;søndag;
ID1930072110;arbejde havnen Søren;
ID1930072210;arbejde havnen Søren, regn 3/4;
ID1930072310;arbejde havnen  færdig;
ID1930072410;slået tidsler hjh;
ID1930072510;slået tidsler Kyholm;
ID1930072610;slået tidsler Vejrø;
ID1930072710;søndag;
ID1930072810;tidsler Hjortholm, lam ;
ID1930072910;tidsler Vejrø;
ID1930073010;tidsler Vejrø;
ID1930073110;tidsler Vejrø;
ID1930080110;tidsler Vejrø;
ID1930080210;tidsler Vejrø;
ID1930080310;søndag hugget bøjler;
ID1930080410;færdig med tidsler;
ID1930080510;gjort tag istand;
ID1930080610;R. Hansen;
ID1930080710;bøjler hjem, Cirkus kom;
ID1930080810;lavet bøjler;
ID1930080910;lavet bøjler;
ID1930081010;søndag, på Hjortholm;
ID1930081110;høstet for R. Hansen , Larsen rejst;
ID1930081210;lavet bøjler regn;
ID1930081310;lavet bøjler regn;
ID1930081410;lavet rade;
ID1930081510;lavet  rade;
ID1930081610;lappet ruser;
ID1930081710;i biografen søndag;
ID1930081810;høstet R. Hansen;
ID1930081910;høster R. Hansen færdig;
ID1930082010;tjæret ruser;
ID1930082110;sat torskeruser, bøjlet ruser;
ID1930082210;bøjlet ruser;
ID1930082310;sat ruser, bøjlet ruser færdig;
ID1930082410;søndag;
ID1930082510;lavet langhal, Hesholm;
ID1930082610;lavet langhal, Hesholm røgtet ruser, solg 223 kg torsk 14 ører;
ID1930082710;slået pæle Valdemar;
ID1930082810;tærske for Bertel;
ID1930082910;tærske for Bertel;
ID1930083010;barket sildegarn;
ID1930083100;;
ID1930090110;tærsket for Bertel, sat sildegarn;
ID1930090210;1 ol sild, Bertel færdig tærsket;
ID1930090310;tærsket for R. Larsen, solgt 460 kg torsk 60 ører;
ID1930090410;tærsket på Hsholm;
ID1930090510;tærsket på Hsholm 1/2, tærsket for Andreas;
ID1930090610;tærsket for Andreas;
ID1930090710;søndag;
ID1930090810;regn, lesse grise R. Hansen ;
ID1930090910;tærsket for Andreas 1/2;
ID1930091010;tærsket for R. Hansen 470 k tsk 14 ;
ID1930091110;tærsket R. Ha sen  færdig;
ID1930091210;blæst, klippet lam Kyholm;
ID1930091310;blæst regn ;
ID1930091410;røgtetruser, solgt 291 kg. Torsk 14 ører;
ID1930091510;regn ;
ID1930091610;kvier fra Vejrø;
ID1930091710;røgtet ruser, sat sildegarn;
ID1930091810;kvier fra Vejrø. 2 1/2 k sild 8 kr;
ID1930091910;kvier fra Kyhol, 1 k. sild 8 kr;
ID1930092010;røgtet ruser 1 k. sild 8 kr;
ID1930092110;søndag, Astrid gift;
ID1930092210;solgt 407 kg 15 ører;
ID1930092310;røgtet ruser, pillet kartofler Hsh;
ID1930092410;pillet kartofler;
ID1930092510;røgtet ruser, salg 329 kg. Torsk 15 ører;
ID1930092610;kartofler op Hsh færdig;
ID1930092710;lavet vognskur;
ID1930092800;;
ID1930092900;;
ID1930093000;;
ID1930100110;røgtet ruser, pillet kartofler R. Hansen  1/2;
ID1930100210;pillet kartofler R. Hansen, sat sildegarn;
ID1930100310;4 k.sild, 6 kr R. Larsen ;
ID1930100410;5 k sild 5 kr P. Andersen, røgtet ruser;
ID1930100510;søndag, 5 k sild 4 kr. Bagge, 392 kg torsk 15 ører;
ID1930100610;10 k sild 3,5 kr Bagge;
ID1930100710;5 k.sild 4 kr;
ID1930100810;1 k sild 5  R. Larsen ;
ID1930100910;storm højvande;
ID1930101010;røgtet ruser ;
ID1930101110;1 1/2 sild R. Larsen, røgtet ruser, solgt 666 k torsk 15 ører;
ID1930101210;søndag, 1 1/2 k sild Bagge 4,5;
ID1930101310;4 k. sild, røgtet ruser, klippet får, Aksel ?;
ID1930101410;1 1/2 k sild;
ID1930101510;13 p sild;
ID1930101610;plage fra Hjh, 2 k. sild;
ID1930101710;røgtet ruser, 100 sild Stålhøj;
ID1930101810;Motoren ren, en tand ud, salg 500 kg torsk 18 ører;
ID1930101910;søndag, skovlet grus;
ID1930102010;røgtet ruser;
ID1930102110;lavet fold Hjh;
ID1930102210;pillet torsk;
ID1930102310;røgtet ruser, 400 kg til 16-18 ører;
ID1930102410;kvier fra Hjholm;
ID1930102510;Karl Andersen muret skorsten Frederik;
ID1930102610;søndag røgtet ruser;
ID1930102710;skorstenen færdig;
ID1930102810;lappet ruser;
ID1930102910;røgtet ruser;
ID1930103110;en ny pumpe, 15 kr;
ID1930103000;;
ID1930110110;røgtet ruser;
ID1930110210;søndag, solgt 400 kg torsk 15 ører, Kaj Læsø;
ID1930110410;røgtet ruser Kæden i stykker;
ID1930110610;røgtet ruser;
ID1930110710;røgtet ruser;
ID1930110810;581 kg. Torsk 18 ører, møde i Tranebjerg, Hougaard;
ID1930111010;storm Nordvest;
ID1930111110;storm Nordvest;
ID1930111210;røgtet ruser, møde i skolen;
ID1930111310;blæst, lappet ruser;
ID1930111410;blæst, lappet ruser;
ID1930111510;solgt 120 kg S 25 ører, 189 s 10 ører;
ID1930111610;søndag, røgtet ruser, storm nordvest;
ID1930111710;røgtet ruser, storm;
ID1930111910;røgtet ruser,b læst sydøst;
ID1930112010;lappet ruser, 400 kg. Torsk 10-28 ører;
ID1930112110;lappet ruser blæst;
ID1930112210;røgtet ruser;
ID1930112310;søndag, blæst storm;
ID1930112410;blæst storm;
ID1930112510;blæst storm;
ID1930112610;røgtet ruser, 400 s 10 S 28 ører;
ID1930112710;lappet ruser;
ID1930112810;hugget træ 1B;
ID1930112910;hugget træ 2 B;
ID1930113010;søndag;
ID1930110300;;
ID1930110500;;
ID1930110900;;
ID1930111800;;
ID1930120110;hugget træ 1B;
ID1930120210;hugget træ 2 B, 300 kg 12-28 ører;
ID1930120310;røgtet ruser;
ID1930120410;hugget træ 2;
ID1930120510;hugget træ 2 ;
ID1930120610;røgtet ruser;
ID1930120810;røgtet ruser;
ID1930120910;hugget træ 1B, 472 kg torsk 15 ører;
ID1930121010;hugget træ 2B;
ID1930121110;røgtet ruser;
ID1930121210;hugget træ 2B;
ID1930121310;hugget træ 2B;
ID1930121510;røgtet ruser, Stålhøj, 378 kg torsk 17 ører;
ID1930121610;røgtet ruser;
ID1930121710;klippet 1 meter træ, hugget 2 1/2 R. træ;
ID1930121810;røgtet ruser;
ID1930121910;hugget 3 1/2 r træ;
ID1930122010;hugget træ 2R ?;
ID1930122110;søndag røgtet ruser;
ID1930122210;hugget træ 1 1/2, 488 kg to. 17 ører;
ID1930122310;hugget træ 2;
ID1930122410;røgtet ruser;
ID1930122510;blæst;
ID1930122610;blæst;
ID1930122710;storm sydøst, hugget træ 1B;
ID1930122810;søndag ruser op Stålhøj;
ID1930122910;ruser op i fjorden ;
ID1930123010;hugget træ 2B;
ID1930123110;hugget træ 2B;
ID1930120700;;
ID1930121400;;
ID1931010110;I Pillemark;
ID1931010210;røgtet ruser, lappet ruser, 440 kg 15 ører;
ID1931010310;lappet ruser, tåge;
ID1931010410;søndag, blæst sne, KM rejst;
ID1931010510;motoren op frost;
ID1931010710;røgtet ruser  ;
ID1931010810;solgt 54 kg torsk 13 ører stanget 6 ål;
ID1931010910;rusrne op i fjorden ;
ID1931011010;lappe rade tænderne i vandet;
ID1931011110;syet sejl;
ID1931011210;regn stanget ål 25;
ID1931011310;stanget ål 55;
ID1931011410;væltet Pobbe;
ID1931011510;regn vælte pobbe  ;
ID1931011610;vælte pobbe færdig, hugget 1 rm træ;
ID1931011710;snevejr, hugget 1 rm træ;
ID1931011810;lavet rade;
ID1931011910;hugget træ;
ID1931012010;hugget træ;
ID1931012110;hugget træ;
ID1931012210;hugget  træ, 22 p ål 60 ører, ;
ID1931012310;hugget træ;
ID1931012410;tjæret ruser;
ID1931012510;søndag  ;
ID1931012610;hugget træ, 2;
ID1931012710;hugget træ, 2 1/2;
ID1931012810;hugget træ 2 1/2;
ID1931012910;hugget træ  1B;
ID1931013010;hugget træ 8 timer;
ID1931013110;hugget træ 6 timer, færdig;
ID1931010600;;
ID1931020110;søndag, blæst;
ID1931020210;stanget ål 50;
ID1931020310;sendt 15 p ål Kbh, blæst sne;
ID1931020410;blæst, sne;
ID1931020510;blæst, sne;
ID1931020610;stanget ål ;
ID1931020710;stanget ål;
ID1931020810;stanget ål;
ID1931020910;blæst, solgt 33 p ål;
ID1931021110;stanget ål;
ID1931021510;stanget ål, søndag;
ID1931021610;blæst;
ID1931021710;blæst;
ID1931021810;blæst;
ID1931021910;stanget ål;
ID1931022010;stanget  ål;
ID1931022110;stanget ål;
ID1931022210;sat torskeruser, stanget ål;
ID1931022310;solgt 60 p ål stanget ål;
ID1931022410;stanget ål;
ID1931022510;røgtet ruser;
ID1931022610;hugget træ 2 1/2 B;
ID1931022710;hugget træ 2 1/2 b;
ID1931022810;snevejr;
ID1931021000;;
ID1931021200;;
ID1931021300;;
ID1931021400;;
ID1931030110;storm højvande nordøst;
ID1931030210;kastet sne, røgtet ruser, solgt 24 p ål;
ID1931030310;røgtet ruser;
ID1931030410;stangegt ål Kyholm;
ID1931030510;får fra Hjortholm, solgt 13 p ål, stanget ål;
ID1931030610;blæst øst;
ID1931030710;blæst øst;
ID1931030810;søndag, blæst, solgt 5 p ål;
ID1931030910;blæst øst, lam fra Kyholm;
ID1931031010;røgtet ruser;
ID1931031110;Gudmand kørt prammen om på Lilleøre, stanget ål;
ID1931031210; snevejr;
ID1931031310;solgt 11 p ål, lappet ruser;
ID1931031410;stanget ål;
ID1931031510;stanget ål;
ID1931031610;solgt 223 kg, små 10 ører, 105 kg S. 22 ører, 35 p ål;
ID1931031710;røgtet ruser 1/2;
ID1931031810;stanget ål;
ID1931031910;hugget træ 2 1/2 B;
ID1931032010;hugget træ 2 1/2 B;
ID1931032110;stanget ål;
ID1931032210;søndag, sat ruser Stålhøj, røgtet ruser;
ID1931032310;begravelse, Maren Viller, solgt 35 p ål;
ID1931032410;stanget ål;
ID1931032510;hugget træ 65 kg torsk 10 ører;
ID1931032610;røgtet ruser, stanget ål;
ID1931032710;sået gødning Hjortholm;
ID1931032810;sået gødning ;
ID1931032910;røgtet ruser, søndag;
ID1931033010;solgt 15 p ål, hugget træ 9 timer;
ID1931033110;solgt 298 kg torsk 14 ører, hugget træ 9 timer;
ID1931040110;hugget træ 9 timer;
ID1931040210;røgtet ruser, skærtorsdag;
ID1931040310;muret kedel Hsh;
ID1931040410;hugget træ 9 timer;
ID1931040510;påske, søndag;
ID1931040610;røgtet ruser ;
ID1931040710;hugget træ 9 timer;
ID1931040810;syg;
ID1931040910;strøet tang;
ID1931041010;røgtet ruser, sat kartofler;
ID1931041110;190 kg S. 20 ører, 445 s 8 ører, strøet tang 6 timer;
ID1931041210;søndag, sat kartofler færdig;
ID1931041310;røgtet ruser, hugget 1 r træ;
ID1931041410;plantet 350 planter;
ID1931041510;plantet 360;
ID1931041610;røgtet ruser, plantet 160, får Kyholm;
ID1931041710;plantet 260 planter;
ID1931041810;plantet 300, blæst;
ID1931041910;søndag, blæst;
ID1931042010;ruserne op;
ID1931042110;solgt 640 kg torsk 14 ører, plantet 360;
ID1931042210;plantet 360;
ID1931042310;plantet 190;
ID1931042410;hugget 2 r;
ID1931042510;gravet huller 415;
ID1931042610;gjort ruser rene, sta get 8 ål;
ID1931042710;gravet huller 375;
ID1931042810;gravet huller 35, plantet 617 planter;
ID1931042910;lappet ruser;
ID1931043010;stlået stænge Hjh;
ID1931040101;100kroner;
ID1931050110;Bededag i Nordby, møde med fiskerne;
ID1931050210;lappet ruser;
ID1931050310;ruserne i hus;
ID1931050410;lappet rader;
ID1931050510;stanget ål, 39-12-75;
ID1931050610;stanget ål 23-8 p-75;
ID1931050710;losset kul hollænder 1/2 Aninie;
ID1931050810;losset kul færdig;
ID1931050910;stanget 21 ål Kyholm;
ID1931051010;søndag, stanget 22 ål Lilleøre;
ID1931051110;kvier Kyholm 50;
ID1931051210;kvier Vejrø 66;
ID1931051310;kvier Vejrø 21, solgt 10 p ål 80 ører;
ID1931051410;Kristi Himmelfartsdag, begravelse Aninie, Stauns;
ID1931051510;hugget 1 r træ, stanget 19 ål;
ID1931051610;stanget 5 ål;
ID1931051710;søndag, i Nordby;
ID1931051810;hyppet kartofler, vaad om natten;
ID1931051910;gjort gavlen istand;
ID1931052010;arbejdet i skoven, solgt 12 p ål 60 ører;
ID1931052110;vaad om natten 34 ål;
ID1931052210;sat kroge, 31 ål;
ID1931052310;vaad om natten 36 ål;
ID1931052410;pinse;
ID1931052510;vaad om natten 14 ål;
ID1931052610;vasket får;
ID1931052710;sat kroge 33 ål, malet loft døre;
ID1931052810;solgt 15 p, 17 p vaad, 16 p kr, klippet får;
ID1931052910;gjort motor ren;
ID1931053010;kalket huset, lavet vaad;
ID1931053110;lavet vaad;
ID1931060110;lavet vaad, trukket vaad 24 ål ;
ID1931060210;blæst nordvest;
ID1931060310;blæst nordvest;
ID1931060410;20 makrel, 12 sild;
ID1931060510;130 makrel, 35 sild, Valdemars båd op;
ID1931060610;11 makrel 35 sild, sat kroge 24 ål;
ID1931060710;søndag, trukket vaad 7 ål, vaad om natten 7 ål;
ID1931060810;lavet vaad, b? ;
ID1931060910;vaad om natten 29 ål;
ID1931061010;vaad om natten 26 ål, solgt 20 p ål 48 ører, kv, sat kroge 16 ål;
ID1931061110;KM sejlet, strøget rejer;
ID1931061210;strøget rejer;
ID1931061310;malet vinduer, lavet sofa;
ID1931061410;lysttur til Lindholm, J.Madsen;
ID1931061510;motoren på land;
ID1931061610;strøget rejer;
ID1931061710;strøget rejer, solgt 1 p rejer;
ID1931061810;malet motor, solgt 28 p rejer, Kbn, 1 kr;
ID1931061910;strøget rejer;
ID1931062010;strøget rejer;
ID1931062110;søndag, Pillemark;
ID1931062210;kartofler R. Hansen ;
ID1931062310;malet motor ;
ID1931062410;malet vinduer;
ID1931062510;kalket f. Bertel, 12 p rejer 1,5 kr;
ID1931062610;tjæret taget;
ID1931062710;kalket for Bertel;
ID1931062810;motor i vandet, fanget rejer;
ID1931062910;kalket for Bertel, fanget rejer 4,5 p;
ID1931063010;Kalket for Bertel;
ID1931070110;Pillet kartofler Hsh, været i Nordby, død ?ras;(Rasmus Kornmåler f 9/2 1890 - 1/7 1931, mor Johanne Foged)
ID1931070210;fanget rejer solgt 4 p, Kørt hø Bertel 1/2;
ID1931070310;kalket for Bertel;
ID1931070410;kalket for Bertel;
ID1931070510;søndag, Verna kom hjem;
ID1931070610;kalket for Bertel;
ID1931070710;kalket for Bertel færdig;
ID1931070810;regn  lavet ruser;
ID1931070910;lavet ruser;
ID1931071010;lavet ruser;
ID1931071110;hugget bøjler;
ID1931071210;søndag, bøjler hjem, Ballen til fest;
ID1931071310;strøget 1,5 p rejer 3 kr.;
ID1931071410;slået tidsler Vejrø;
ID1931071510;slået tidsler ydersteholm, på Lindholm J. Madsen;
ID1931071610;slået tidsler Hjh;
ID1931071710;slået tidsholm Ydersteholm, Mejlholm;
ID1931071810;slået tidsler Vejrø;
ID1931071910;slået tidsler Vejrø;
ID1931072010;slået tidsler Vejrø;
ID1931072110;slået tidsler Vejrø;
ID1931072210;slået tidsler Vejrø;
ID1931072310;slået tidsler Vejrø;
ID1931072410;slået tidsler Vejrø færdig;
ID1931072510;arbejde ved havnen;
ID1931072610;på Kyholm, Onsbjerg;
ID1931072710;arbejde ved havnen;
ID1931072810;arbejde ved havnen;
ID1931072910;arbejde ved havnen;
ID1931073010;arbejde ved havnen;
ID1931073110;arbejde ved havnen;
ID1931080110;arbejde ved havnen;
ID1931080210;på Kyholm;
ID1931080310;arbejde ved havnen;
ID1931080410;arbejde ved havnen;
